brand,model,title,image_path,resolution
Ferrari,SF90,2024 Ferrari SF90 XX Stradale,ferrari_dataset/ferrari_images/sf90/2024_Ferrari_SF90_XX_Stradale_2.jpg,3840x2160
Ferrari,SF90,2024 Ferrari SF90 XX Stradale,ferrari_dataset/ferrari_images/sf90/2024_Ferrari_SF90_XX_Stradale_3.jpg,3840x2160
Ferrari,SF90,2024 Ferrari SF90 XX Stradale,ferrari_dataset/ferrari_images/sf90/2024_Ferrari_SF90_XX_Stradale_4.jpg,3840x2160
Ferrari,SF90,2024 Ferrari SF90 XX Stradale,ferrari_dataset/ferrari_images/sf90/2024_Ferrari_SF90_XX_Stradale_5.jpg,3840x2160
Ferrari,SF90,2024 Ferrari SF90 XX Stradale,ferrari_dataset/ferrari_images/sf90/2024_Ferrari_SF90_XX_Stradale_6.jpg,3840x2160
Ferrari,SF90,2024 Ferrari SF90 XX Stradale,ferrari_dataset/ferrari_images/sf90/2024_Ferrari_SF90_XX_Stradale_7.jpg,3840x2160
Ferrari,SF90,2024 Ferrari SF90 XX Stradale,ferrari_dataset/ferrari_images/sf90/2024_Ferrari_SF90_XX_Stradale_8.jpg,3840x2160
Ferrari,SF90,2024 Ferrari SF90 XX Stradale,ferrari_dataset/ferrari_images/sf90/2024_Ferrari_SF90_XX_Stradale_9.jpg,3840x2160
Ferrari,SF90,2024 Ferrari SF90 XX Spider,ferrari_dataset/ferrari_images/sf90/2024_Ferrari_SF90_XX_Spider_1.jpg,3840x2160
Ferrari,SF90,2024 Ferrari SF90 XX Spider,ferrari_dataset/ferrari_images/sf90/2024_Ferrari_SF90_XX_Spider_2.jpg,3840x2160
Ferrari,SF90,2024 Ferrari SF90 XX Spider,ferrari_dataset/ferrari_images/sf90/2024_Ferrari_SF90_XX_Spider_3.jpg,3840x2160
Ferrari,SF90,2024 Ferrari SF90 XX Spider,ferrari_dataset/ferrari_images/sf90/2024_Ferrari_SF90_XX_Spider_4.jpg,3840x2160
Ferrari,SF90,2024 Ferrari SF90 XX Spider,ferrari_dataset/ferrari_images/sf90/2024_Ferrari_SF90_XX_Spider_5.jpg,3840x2160
Ferrari,SF90,2024 Ferrari SF90 XX Spider,ferrari_dataset/ferrari_images/sf90/2024_Ferrari_SF90_XX_Spider_6.jpg,3840x2160
